DB00001,Lepirudin,BiotechDrug,P00734,Prothrombin
DB02659,Cholic Acid,SmallMoleculeDrug,P14854,Cytochrome c oxidase subunit 6B1
DB02659,Cholic Acid,SmallMoleculeDrug,P24310,"Cytochrome c oxidase subunit 7A1, mitochondrial"
DB02659,Cholic Acid,SmallMoleculeDrug,P04054,Phospholipase A2
DB02659,Cholic Acid,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB02659,Cholic Acid,SmallMoleculeDrug,Q7KZA3,Ferrochelatase
DB02659,Cholic Acid,SmallMoleculeDrug,P54965,Choloylglycine hydrolase
DB02701,Nicotinamide,SmallMoleculeDrug,Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
DB02701,Nicotinamide,SmallMoleculeDrug,Q10588,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2
DB02701,Nicotinamide,SmallMoleculeDrug,P11439,Exotoxin A
DB02701,Nicotinamide,SmallMoleculeDrug,P00338,L-lactate dehydrogenase A chain
DB02701,Nicotinamide,SmallMoleculeDrug,P09874,Poly [ADP-ribose] polymerase 1
DB02703,Fusidic Acid,SmallMoleculeDrug,P13551,Elongation factor G
DB02703,Fusidic Acid,SmallMoleculeDrug,P62580,Chloramphenicol acetyltransferase
DB02703,Fusidic Acid,SmallMoleculeDrug,P00484,Chloramphenicol acetyltransferase 3
DB02959,Oxitriptan,SmallMoleculeDrug,Q9RVD6,Tryptophan--tRNA ligase 2
DB03128,Acetylcholine,SmallMoleculeDrug,P22303,Acetylcholinesterase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P20586,p-hydroxybenzoate hydroxylase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P29475,"Nitric oxide synthase, brain"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P15559,NAD(P)H dehydrogenase [quinone] 1
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P00438,p-hydroxybenzoate hydroxylase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P83223,Fumarate reductase flavoprotein subunit
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q86YB8,ERO1-like protein beta
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P00390,"Glutathione reductase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,O05783,NADPH-ferredoxin reductase FprA
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P00387,NADH-cytochrome b5 reductase 3
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P12676,Cholesterol oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9WYT0,Thymidylate synthase ThyX
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P37063,Pyruvate oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P06715,Glutathione reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P40859,Monomeric sarcosine oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P28593,Trypanothione reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P16083,Ribosyldihydronicotinamide dehydrogenase [quinone]
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P47989,Xanthine dehydrogenase/oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P22637,Cholesterol oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q12882,Dihydropyrimidine dehydrogenase [NADP(+)]
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P06149,D-lactate dehydrogenase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q16881,"Thioredoxin reductase 1, cytoplasmic"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9UKU7,"Isobutyryl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,O95831,"Apoptosis-inducing factor 1, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P37747,UDP-galactopyranose mutase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P39662,Flavohemoprotein
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,O31616,Glycine oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P16435,NADPH--cytochrome P450 reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q92947,"Glutaryl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P14920,D-amino-acid oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P09546,Bifunctional protein PutA
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P61497,Deoxyribodipyrimidine photo-lyase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P16219,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q96RQ9,L-amino-acid oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P42593,"2,4-dienoyl-CoA reductase [NADPH]"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q56839,"2-oxopropyl-CoM reductase, carboxylating"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P0C278,Fumarate reductase flavoprotein subunit
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P0A9P4,Thioredoxin reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P0AEZ1,"5,10-methylenetetrahydrofolate reductase"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9AGP8,Dimethylglycine oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P37062,NADH peroxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P21890,Ferredoxin--NADP reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P38038,Sulfite reductase [NADPH] flavoprotein alpha-component
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q44532,Ferredoxin--NADP reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q06319,"Acyl-CoA dehydrogenase, short-chain specific"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q52437,Ferredoxin reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P18925,Dihydrolipoyl dehydrogenase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q888A4,"Amine oxidase, flavin-containing protein"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P00914,Deoxyribodipyrimidine photo-lyase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P05327,Deoxyribodipyrimidine photo-lyase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P10902,L-aspartate oxidase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P77967,Cryptochrome DASH
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P09622,"Dihydrolipoyl dehydrogenase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9Z4P0,Fumarate reductase flavoprotein subunit
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9UHQ9,NADH-cytochrome b5 reductase 1
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q7SID9,Oxidoreductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P22570,"NADPH:adrenodoxin oxidoreductase, mitochondrial"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q15067,Peroxisomal acyl-coenzyme A oxidase 1
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P08373,UDP-N-acetylenolpyruvoylglucosamine reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P55789,FAD-linked sulfhydryl oxidase ALR
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P61432,UDP-N-acetylenolpyruvoylglucosamine reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P24232,Flavohemoprotein
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9LAG2,Phenol 2-hydroxylase component B
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9RA47,Methylenetetrahydrofolate reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P16640,Putidaredoxin reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,O53355,NAD(P)H dehydrogenase (quinone)
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,O06934,UDP-galactopyranose mutase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P55792,4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P09788,4-cresol dehydrogenase [hydroxylating] flavoprotein subunit
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P19480,Alkyl hydroperoxide reductase subunit F
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q51225,Dihydrolipoyl dehydrogenase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q94655,Glutathione reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q47PU3,Phenylacetone monooxygenase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P07771,"Benzoate 1,2-dioxygenase electron transfer component"
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q72JJ3,Putative acyl-CoA dehydrogenase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9KIE5,FkbI
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P09063,Dihydrolipoyl dehydrogenase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P14218,Dihydrolipoyl dehydrogenase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P35340,Alkyl hydroperoxide reductase subunit F
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P58558,Ferredoxin--NADP reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,P28861,Ferredoxin--NADP reductase
DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Q9RC23,Mersacidin decarboxylase
DB03255,Phenol,SmallMoleculeDrug,P43133,Thermolysin
DB03255,Phenol,SmallMoleculeDrug,P00720,Endolysin
DB03255,Phenol,SmallMoleculeDrug,Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB03404,Hemin,SmallMoleculeDrug,P02144,Myoglobin
DB03615,Ribostamycin,SmallMoleculeDrug,P07237,Protein disulfide-isomerase
DB03615,Ribostamycin,SmallMoleculeDrug,P0A7S3,30S ribosomal protein S12
DB03615,Ribostamycin,SmallMoleculeDrug,Q9R381,Aminoglycoside N(6')-acetyltransferase type 1
DB03615,Ribostamycin,SmallMoleculeDrug,P0A5N0,Aminoglycoside 2'-N-acetyltransferase
DB03754,Tris,SmallMoleculeDrug,P01556,Cholera enterotoxin subunit B
DB03754,Tris,SmallMoleculeDrug,P17707,S-adenosylmethionine decarboxylase proenzyme
DB03754,Tris,SmallMoleculeDrug,P12996,Biotin synthase
DB03754,Tris,SmallMoleculeDrug,P15692,Vascular endothelial growth factor A
DB03754,Tris,SmallMoleculeDrug,Q9X0N8,6-phosphogluconolactonase
DB03754,Tris,SmallMoleculeDrug,P07585,Decorin
DB03754,Tris,SmallMoleculeDrug,P06653,Autolysin
DB03754,Tris,SmallMoleculeDrug,Q52369,Cytochrome c4
DB03754,Tris,SmallMoleculeDrug,Q8WVQ1,Soluble calcium-activated nucleotidase 1
DB03754,Tris,SmallMoleculeDrug,P0AFB1,Lipoprotein NlpI
DB03754,Tris,SmallMoleculeDrug,Q8UCK6,DNA protection during starvation protein
DB03754,Tris,SmallMoleculeDrug,P44160,Putative glucose-6-phosphate 1-epimerase
DB03754,Tris,SmallMoleculeDrug,Q96FI4,Endonuclease 8-like 1
DB03793,Benzoic Acid,SmallMoleculeDrug,P30044,"Peroxiredoxin-5, mitochondrial"
DB03793,Benzoic Acid,SmallMoleculeDrug,P32890,Heat-labile enterotoxin B chain
DB03793,Benzoic Acid,SmallMoleculeDrug,Q9L9D7,Cocaine esterase
DB03793,Benzoic Acid,SmallMoleculeDrug,P06993,HTH-type transcriptional regulator MalT
DB03793,Benzoic Acid,SmallMoleculeDrug,P31992,Tautomerase PptA
DB03793,Benzoic Acid,SmallMoleculeDrug,P14920,D-amino-acid oxidase
DB03793,Benzoic Acid,SmallMoleculeDrug,P52758,Ribonuclease UK114
DB03793,Benzoic Acid,SmallMoleculeDrug,O67987,"Chlorocatechol 1,2-dioxygenase"
DB03793,Benzoic Acid,SmallMoleculeDrug,P51151,Ras-related protein Rab-9A
DB03793,Benzoic Acid,SmallMoleculeDrug,P0ACQ4,Hydrogen peroxide-inducible genes activator
DB03793,Benzoic Acid,SmallMoleculeDrug,P96965,"2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase"
DB03793,Benzoic Acid,SmallMoleculeDrug,O31168,Non-heme chloroperoxidase
DB03793,Benzoic Acid,SmallMoleculeDrug,Q01234,Oxygen-insensitive NAD(P)H nitroreductase
DB03793,Benzoic Acid,SmallMoleculeDrug,Q5PXQ6,"Hydroxyquinol 1,2-dioxygenase"
DB03793,Benzoic Acid,SmallMoleculeDrug,Q52546,Replication protein
DB03843,Formaldehyde,SmallMoleculeDrug,P15555,D-alanyl-D-alanine carboxypeptidase
DB03904,Urea,SmallMoleculeDrug,P05089,Arginase-1
DB03904,Urea,SmallMoleculeDrug,P00918,Carbonic anhydrase 2
DB03904,Urea,SmallMoleculeDrug,P09592,Structural polyprotein
DB03904,Urea,SmallMoleculeDrug,P35222,Catenin beta-1
DB03904,Urea,SmallMoleculeDrug,Q8XB74,Sulfoxide reductase catalytic subunit YedY
DB03904,Urea,SmallMoleculeDrug,P0ABQ4,Dihydrofolate reductase
DB04224,Oleic Acid,SmallMoleculeDrug,Q9NZD2,Glycolipid transfer protein
DB04224,Oleic Acid,SmallMoleculeDrug,P29498,14 kDa fatty acid-binding protein
DB04224,Oleic Acid,SmallMoleculeDrug,P02689,Myelin P2 protein
DB04304,Gluconic Acid,SmallMoleculeDrug,P22073,Beta-glucosidase A
DB04339,Carbocisteine,SmallMoleculeDrug,P09211,Glutathione S-transferase P
DB04398,Lactic Acid,SmallMoleculeDrug,P09546,Bifunctional protein PutA
DB04398,Lactic Acid,SmallMoleculeDrug,Q9RW27,NimA-related protein
DB04465,Lactose,SmallMoleculeDrug,P00722,Beta-galactosidase
DB04465,Lactose,SmallMoleculeDrug,P04958,Tetanus toxin
DB04465,Lactose,SmallMoleculeDrug,Q7Z4J2,Glycosyltransferase 6 domain-containing protein 1
DB04465,Lactose,SmallMoleculeDrug,Q9NZD2,Glycolipid transfer protein
DB04465,Lactose,SmallMoleculeDrug,P01552,Enterotoxin type B
DB04465,Lactose,SmallMoleculeDrug,Q02834,Sialidase
DB04465,Lactose,SmallMoleculeDrug,Q7SI98,Beta-xylanase
DB04465,Lactose,SmallMoleculeDrug,P26514,"Endo-1,4-beta-xylanase A"
DB04552,Niflumic Acid,SmallMoleculeDrug,P04054,Phospholipase A2
DB04552,Niflumic Acid,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB04552,Niflumic Acid,SmallMoleculeDrug,P51800,Chloride channel protein ClC-Ka
DB04552,Niflumic Acid,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB04552,Niflumic Acid,SmallMoleculeDrug,P47712,Cytosolic phospholipase A2
DB04552,Niflumic Acid,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB04570,Latamoxef,SmallMoleculeDrug,P42971,Penicillin-binding protein 3
DB04570,Latamoxef,SmallMoleculeDrug,P02918,Penicillin-binding protein 1A
DB04570,Latamoxef,SmallMoleculeDrug,P02919,Penicillin-binding protein 1B
DB04570,Latamoxef,SmallMoleculeDrug,P24228,D-alanyl-D-alanine carboxypeptidase DacB
DB04573,Estriol,SmallMoleculeDrug,P03372,Estrogen receptor
DB04573,Estriol,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB04574,Estropipate,SmallMoleculeDrug,P03372,Estrogen receptor
DB04574,Estropipate,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB04575,Quinestrol,SmallMoleculeDrug,P03372,Estrogen receptor
DB04576,Fleroxacin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha
DB04576,Fleroxacin,SmallMoleculeDrug,P43700,DNA gyrase subunit A
DB04576,Fleroxacin,SmallMoleculeDrug,P43702,DNA topoisomerase 4 subunit A
DB04743,Nimesulide,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB04743,Nimesulide,SmallMoleculeDrug,Q9NZK7,Group IIE secretory phospholipase A2
DB04743,Nimesulide,SmallMoleculeDrug,P02788,Lactotransferrin
DB04786,Suramin,SmallMoleculeDrug,P41231,P2Y purinoceptor 2
DB04786,Suramin,SmallMoleculeDrug,Q9NXA8,"NAD-dependent protein deacylase sirtuin-5, mitochondrial"
DB04786,Suramin,SmallMoleculeDrug,P23945,Follicle-stimulating hormone receptor
DB04786,Suramin,SmallMoleculeDrug,P21817,Ryanodine receptor 1
DB04786,Suramin,SmallMoleculeDrug,P00734,Prothrombin
DB04786,Suramin,SmallMoleculeDrug,P14555,"Phospholipase A2, membrane associated"
DB04786,Suramin,SmallMoleculeDrug,P68638,Complement control protein C3
DB04794,Bifonazole,SmallMoleculeDrug,P10613,Lanosterol 14-alpha demethylase
DB04794,Bifonazole,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB04835,Maraviroc,SmallMoleculeDrug,P51681,C-C chemokine receptor type 5
DB04837,Clofedanol,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB04838,Cyclandelate,SmallMoleculeDrug,P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1
DB04838,Cyclandelate,SmallMoleculeDrug,P23141,Liver carboxylesterase 1
DB04839,Cyproterone acetate,SmallMoleculeDrug,P10275,Androgen receptor
DB04840,Debrisoquin,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB04841,Flunarizine,SmallMoleculeDrug,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G
DB04841,Flunarizine,SmallMoleculeDrug,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H
DB04841,Flunarizine,SmallMoleculeDrug,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
DB04841,Flunarizine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB04841,Flunarizine,SmallMoleculeDrug,P62158,Calmodulin
DB04842,Fluspirilene,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB04842,Fluspirilene,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB04842,Fluspirilene,SmallMoleculeDrug,Q06432,Voltage-dependent calcium channel gamma-1 subunit
DB04843,Mepenzolate,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB04843,Mepenzolate,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB04844,Tetrabenazine,SmallMoleculeDrug,Q05940,Synaptic vesicular amine transporter
DB04844,Tetrabenazine,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB04845,Ixabepilone,SmallMoleculeDrug,Q13509,Tubulin beta-3 chain
DB04846,Celiprolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB04846,Celiprolol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB04854,Febuxostat,SmallMoleculeDrug,P47989,Xanthine dehydrogenase/oxidase
DB04855,Dronedarone,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB04855,Dronedarone,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB04855,Dronedarone,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB04855,Dronedarone,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB04855,Dronedarone,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB04855,Dronedarone,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB04855,Dronedarone,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB04855,Dronedarone,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB04855,Dronedarone,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB04855,Dronedarone,SmallMoleculeDrug,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D
DB04855,Dronedarone,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
DB04855,Dronedarone,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S
DB04855,Dronedarone,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1
DB04855,Dronedarone,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2
DB04855,Dronedarone,SmallMoleculeDrug,P54284,Voltage-dependent L-type calcium channel subunit beta-3
DB04855,Dronedarone,SmallMoleculeDrug,O00305,Voltage-dependent L-type calcium channel subunit beta-4
DB04855,Dronedarone,SmallMoleculeDrug,P35498,Sodium channel protein type 1 subunit alpha
DB04855,Dronedarone,SmallMoleculeDrug,O95069,Potassium channel subfamily K member 2
DB04861,Nebivolol,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB04861,Nebivolol,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB04865,Homoharringtonine,SmallMoleculeDrug,P20276,50S ribosomal protein L2
DB04865,Homoharringtonine,SmallMoleculeDrug,P39023,60S ribosomal protein L3
DB04868,Nilotinib,SmallMoleculeDrug,P00519,Tyrosine-protein kinase ABL1
DB04868,Nilotinib,SmallMoleculeDrug,P10721,Mast/stem cell growth factor receptor Kit
DB04871,Lorcaserin,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB04876,Vildagliptin,SmallMoleculeDrug,P27487,Dipeptidyl peptidase 4
DB04877,Voacamine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB04878,Voglibose,SmallMoleculeDrug,O43451,"Maltase-glucoamylase, intestinal"
DB04880,Enoximone,SmallMoleculeDrug,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A"
DB04890,Bepotastine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB04894,Vapreotide,SmallMoleculeDrug,P30874,Somatostatin receptor type 2
DB04894,Vapreotide,SmallMoleculeDrug,P35346,Somatostatin receptor type 5
DB04894,Vapreotide,SmallMoleculeDrug,P25103,Substance-P receptor
DB04895,Pegaptanib,BiotechDrug,O14786,Neuropilin-1
DB04896,Milnacipran,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB04896,Milnacipran,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB04896,Milnacipran,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1"
DB04896,Milnacipran,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
DB04896,Milnacipran,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
DB04896,Milnacipran,SmallMoleculeDrug,Q14957,"Glutamate receptor ionotropic, NMDA 2C"
DB04896,Milnacipran,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D"
DB04896,Milnacipran,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
DB04896,Milnacipran,SmallMoleculeDrug,O60391,"Glutamate receptor ionotropic, NMDA 3B"
DB04898,Ximelagatran,SmallMoleculeDrug,P00734,Prothrombin
DB04899,Nesiritide,BiotechDrug,P16066,Atrial natriuretic peptide receptor 1
DB04899,Nesiritide,BiotechDrug,P20594,Atrial natriuretic peptide receptor 2
DB04899,Nesiritide,BiotechDrug,P17342,Atrial natriuretic peptide receptor 3
DB04908,Flibanserin,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB04908,Flibanserin,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB04908,Flibanserin,SmallMoleculeDrug,P21917,D(4) dopamine receptor
DB04920,Clevidipine,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F
